prodcodeid	dmdid	bnfcode	readcode	termfromemis	dmdproductdescription	bnfname	productname	readcode_desc	dmdlevel	vpid	atc	formulation	routeofadministration	drugsubstancename	substancestrength	category
9293341000033116	24644611000001108	0301040W0BBAAAA	NA	anoro ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	anoro ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	anoro ellipta 55microg/dose / 22microg/dose dry pdr inh	anoro ellipta 55micrograms/dose / 22micrograms/dose dry powder inhaler	NA	AMP	24645511000001105	R03AL03	inhalation powder	inhalation	umeclidinium bromide/ vilanterol trifenatate	65.000microgram/1.000dose + 22.000microgram/1.000dose	laba-lama
9299341000033119	24670111000001108	0301011Z0AAAAAA	NA	olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free	olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free	olodaterol 2.5microg/dose soln for inhalation cfcfree	olodaterol 2.5micrograms/dose solution for inhalation cartridge with device cfc free	NA	VMP	24670111000001108	R03AC19	inhalation solution	inhalation	olodaterol hydrochloride	2.500microgram/1.000dose	laba
9299441000033113	24608011000001103	0301011Z0BBAAAA	NA	striverdi respimat 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd)	striverdi respimat 2.5micrograms/dose inhalation solution cartridge with device (boehringer ingelheim ltd)	striverdi respimat 2.5microg/dose inhalation soln	striverdi respimat 2.5micrograms/dose inhalation solution cartridge with device	NA	AMP	24670111000001108	R03AC19	inhalation solution	inhalation	olodaterol hydrochloride	2.500microgram/1.000dose	laba
93141000033115	386811000001108	0501013K0BBABAB	e31i.	augmentin 375mg dispersible tablets (glaxosmithkline uk ltd)	augmentin 375mg dispersible tablets (glaxosmithkline uk ltd)	augmentin 375mg dispersible tablets	augmentin 375mg dispersible tablets	augmentin 375mg dispersible tablets	AMP	39021311000001109	J01CR02	dispersible tablet	oral	amoxicillin trihydrate/ potassium clavulanate	250.000mg + 125.000mg	abx
9342741000033111	25254111000001105	0302000K0BHAAAM	NA	duoresp spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (teva uk ltd)	duoresp spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (teva uk ltd)	duoresp spiromax 160microg/dose / 4.5microg/dose dry pdr inh	duoresp spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	NA	AMP	38896811000001103	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
9342841000033118	25254711000001106	0302000K0BHABAU	NA	duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (teva uk ltd)	duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (teva uk ltd)	duoresp spiromax 320microg/dose / 9microg/dose dry pdr inh	duoresp spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler	NA	AMP	4378111000001103	R03AK07	inhalation powder	inhalation	budesonide/ formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	laba-ics
94641000033110	932211000001108	0501013K0BBAJAD	NA	augmentin 125/31 sf oral suspension (glaxosmithkline uk ltd)	augmentin 125/31 sf oral suspension (glaxosmithkline uk ltd)	augmentin 125/31 sf oral suspension	augmentin 125/31 sf oral suspension	NA	AMP	36565811000001104	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	25.000mg/1.000ml + 6.250mg/1.000ml	abx
94741000033118	866111000001100	0501013K0BBAKAG	NA	augmentin 250/62 sf oral suspension (glaxosmithkline uk ltd)	augmentin 250/62 sf oral suspension (glaxosmithkline uk ltd)	augmentin 250/62 sf oral suspension	augmentin 250/62 sf oral suspension	NA	AMP	37083611000001104	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	50.000mg/1.000ml + 12.500mg/1.000ml	abx
94841000033111	169511000001107	0501013K0BBAMAK	NA	augmentin-duo 400/57 oral suspension (glaxosmithkline uk ltd)	augmentin-duo 400/57 oral suspension (glaxosmithkline uk ltd)	augmentin-duo 400/57 oral suspension	augmentin-duo 400/57 oral suspension	NA	AMP	37083711000001108	J01CR02	oral suspension	oral	amoxicillin trihydrate/ potassium clavulanate	80.000mg/1.000ml + 11.400mg/1.000ml	abx
94941000033115	94411000001100	0501013K0BBAAAA	e31h.	augmentin 375mg tablets (glaxosmithkline uk ltd)	augmentin 375mg tablets (glaxosmithkline uk ltd)	augmentin 375mg tablets	augmentin 375mg tablets	augmentin 375mg tablets	AMP	39732111000001101	J01CR02	tablet	oral	amoxicillin trihydrate/ potassium clavulanate	250.000mg + 125.000mg	abx
95041000033115	292511000001103	0501013K0BBALAJ	e31T.	augmentin 625mg tablets (glaxosmithkline uk ltd)	augmentin 625mg tablets (glaxosmithkline uk ltd)	augmentin 625mg tablets	augmentin 625mg tablets	augmentin 625mg tablets	AMP	39732211000001107	J01CR02	tablet	oral	amoxicillin trihydrate/ potassium clavulanate	500.000mg + 125.000mg	abx
9531441000033113	26148711000001101	0302000C0AABYBY	NA	beclometasone 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler	beclometasone 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler	beclometasone 100microg/formoterol 6microg/dose dry pdr inh	beclometasone 100micrograms/dose / formoterol 6micrograms/dose dry powder inhaler	NA	VMP	26148711000001101	R03AK08	inhalation powder	inhalation	beclometasone dipropionate/ formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
9537441000033115	26112111000001106	0302000C0BRAABY	NA	fostair nexthaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd)	fostair nexthaler 100micrograms/dose / 6micrograms/dose dry powder inhaler (chiesi ltd)	fostair nexthaler 100microg/dose / 6microg/dose dry pdr inh	fostair nexthaler 100micrograms/dose / 6micrograms/dose dry powder inhaler	NA	AMP	26148711000001101	R03AK08	inhalation powder	inhalation	beclometasone dipropionate/ formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	laba-ics
967441000033110	435511000001103	0501021M0BCAAAA	e6d6.	nicef 250mg capsules (strides pharma uk ltd)	nicef 250mg capsules (strides pharma uk ltd)	nicef 250mg capsules	nicef 250mg capsules	nicef 250mg capsules	AMP	323944009	J01DB09	capsule	oral	cefradine	250.000mg	abx
967541000033111	769211000001104	0501021M0BCABAB	e6d7.	nicef 500mg capsules (strides pharma uk ltd)	nicef 500mg capsules (strides pharma uk ltd)	nicef 500mg capsules	nicef 500mg capsules	nicef 500mg capsules	AMP	323945005	J01DB09	capsule	oral	cefradine	500.000mg	abx
96941000033113	324252006	0501050A0AAAAAA	e931.	azithromycin 250mg capsules	azithromycin 250mg capsules	azithromycin 250mg capsules	azithromycin 250mg capsules	azithromycin 250mg capsules	VMP	324252006	J01FA10	capsule	oral	azithromycin dihydrate	250.000mg	abx
9703441000033119	27890611000001109	0301020T0AAAAAA	NA	umeclidinium bromide 65micrograms/dose dry powder inhaler	umeclidinium bromide 65micrograms/dose dry powder inhaler	umeclidinium bromide 65micrograms/dose dry powder inhaler	umeclidinium bromide 65micrograms/dose dry powder inhaler	NA	VMP	27890611000001109	R03BB07	inhalation powder	inhalation	umeclidinium bromide	65.000microgram/1.000dose	lama
9703641000033117	27567911000001101	0301020T0BBAAAA	NA	incruse ellipta 55micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	incruse ellipta 55micrograms/dose dry powder inhaler (glaxosmithkline uk ltd)	incruse ellipta 55micrograms/dose dry powder inhaler	incruse ellipta 55micrograms/dose dry powder inhaler	NA	AMP	27890611000001109	R03BB07	inhalation powder	inhalation	umeclidinium bromide	65.000microgram/1.000dose	lama
98441000033116	324253001	0501050A0AAABAB	NA	azithromycin 200mg/5ml oral suspension	azithromycin 200mg/5ml oral suspension	azithromycin 200mg/5ml oral suspension	azithromycin 200mg/5ml oral suspension	NA	VMP	324253001	J01FA10	oral suspension	oral	azithromycin	40.000mg/1.000ml	abx
9851941000033115	28049611000001104	0301040Y0AAAAAA	NA	indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device	indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device	indacaterol 85microg/glycopyrronium brom 54microg/dose	indacaterol 85micrograms/dose / glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device	NA	VMP	28049611000001104	R03AL04	inhalation powder	inhalation	glycopyrronium bromide/ indacaterol maleate	54.000microgram/1.000dose + 85.000microgram/1.000dose	laba-lama
9852041000033114	28007211000001102	0301040Y0BBAAAA	NA	ultibro breezhaler 85microgram/43microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	ultibro breezhaler 85microgram/43microgram inhalation powder capsules with device (novartis pharmaceuticals uk ltd)	ultibro breezhaler 85microg/43microg pdr caps with dev	ultibro breezhaler 85microgram/43microgram inhalation powder capsules with device	NA	AMP	28049611000001104	R03AL04	inhalation powder	inhalation	glycopyrronium bromide/ indacaterol maleate	54.000microgram/1.000dose + 85.000microgram/1.000dose	laba-lama
992241000033110	436811000001108	0301030S0BDABAG	NA	nuelin 60mg/5ml liquid (3m health care ltd)	nuelin 60mg/5ml liquid (3m health care ltd)	nuelin 60mg/5ml liquid	nuelin 60mg/5ml liquid	NA	AMP	320415003	R03DA04	oral solution	oral	theophylline sodium glycinate	12.000mg/1.000ml	theophylline
993541000033118	468311000001108	0301030S0BDAAAJ	NA	nuelin 125mg tablets (3m health care ltd)	nuelin 125mg tablets (3m health care ltd)	nuelin 125mg tablets	nuelin 125mg tablets	NA	AMP	320414004	R03DA04	tablet	oral	theophylline	125.000mg	theophylline
993641000033117	184211000001107	0301030S0BDAEAL	NA	nuelin sa 175mg tablets (mylan)	nuelin sa 175mg tablets (viatris uk healthcare ltd)	nuelin sa 175mg tablets	nuelin sa 175mg tablets	NA	AMP	35917611000001104	R03DA04	modified-release tablet	oral	theophylline	175.000mg	theophylline
993941000033112	456911000001102	0301030S0BDAFAN	NA	nuelin sa 250 tablets (mylan)	nuelin sa 250 tablets (viatris uk healthcare ltd)	nuelin sa 250 tablets	nuelin sa 250 tablets	NA	AMP	35917811000001100	R03DA04	modified-release tablet	oral	theophylline	250.000mg	theophylline
9995641000033112	28365011000001100	0301040V0AAAAAA	NA	aclidinium bromide 396micrograms/dose / formoterol 11.8micrograms/dose dry powder inhaler	aclidinium bromide 396micrograms/dose / formoterol 11.8micrograms/dose dry powder inhaler	aclidinium brom 396mcg/dose / formoterol 11.8mcg/dose dp inh	aclidinium bromide 396micrograms/dose / formoterol 11.8micrograms/dose dry powder inhaler	NA	VMP	28365011000001100	R03AL05	inhalation powder	inhalation	aclidinium bromide/ formoterol fumarate dihydrate	396.000microgram/1.000dose + 11.800microgram/1.000dose	laba-lama
9995741000033115	28357211000001106	0301040V0BBAAAA	NA	duaklir 340micrograms/dose / 12micrograms/dose genuair (astrazeneca uk ltd)	duaklir 340micrograms/dose / 12micrograms/dose genuair (astrazeneca uk ltd)	duaklir 340micrograms/dose / 12micrograms/dose genuair	duaklir 340micrograms/dose / 12micrograms/dose genuair	NA	AMP	28365011000001100	R03AL05	inhalation powder	inhalation	aclidinium bromide/ formoterol fumarate dihydrate	396.000microgram/1.000dose + 11.800microgram/1.000dose	laba-lama
NA	NA	NA	c13..	NA	NA	NA	NA	salbutamol [inhalation preprations]	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c131.	NA	NA	NA	NA	*asmaven 100micrograms inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c133.	NA	NA	NA	NA	salbulin 100micrograms inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c134.	NA	NA	NA	NA	ventolin 100micrograms inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c136.	NA	NA	NA	NA	ventolin 200micrograms rotacaps	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c137.	NA	NA	NA	NA	ventolin 400micrograms rotacaps	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c139.	NA	NA	NA	NA	ventolin 100mg/20ml respirator solution	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13C.	NA	NA	NA	NA	salbutamol 200micrograms disks+disk inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13D.	NA	NA	NA	NA	salbutamol 400micrograms disks+disk inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13E.	NA	NA	NA	NA	salbutamol 200micrograms disk refill	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13F.	NA	NA	NA	NA	salbutamol 400micrograms disk refill	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13G.	NA	NA	NA	NA	salbutamol 100micrograms breath-act aerosol inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13H.	NA	NA	NA	NA	*salamol 100micrograms inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13I.	NA	NA	NA	NA	airomir 100micrograms cfc-free inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13J.	NA	NA	NA	NA	salbutamol 100micrograms cfc-free inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13K.	NA	NA	NA	NA	salamol easi-breathe 100mcg breath-actuated aerosol inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13L.	NA	NA	NA	NA	salbutamol 200micrograms breath-actuated dry powder inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13M.	NA	NA	NA	NA	ventolin 200micrograms accuhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13N.	NA	NA	NA	NA	salbutamol 100micrograms vortex metered dose inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13O.	NA	NA	NA	NA	ventolin easi-breathe 100microgram inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13P.	NA	NA	NA	NA	salbutamol 100micrograms spacehaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13Q.	NA	NA	NA	NA	asmasal 95micrograms clickhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13R.	NA	NA	NA	NA	salbutamol 100micrograms breath-act dry powder inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13S.	NA	NA	NA	NA	salbutamol 95micrograms breath-actuated dry powder inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13T.	NA	NA	NA	NA	ventolin 100micrograms evohaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13U.	NA	NA	NA	NA	salbutamol 100mcg cfc-free breath-actuated aerosol inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13V.	NA	NA	NA	NA	airomir 100micrograms cfc-free autohaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13W.	NA	NA	NA	NA	maxivent 2.5mg/2.5ml steripoules	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13X.	NA	NA	NA	NA	maxivent 5mg/2.5ml steripoules	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13Y.	NA	NA	NA	NA	salbulin 100micrograms cfc-free inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13Z.	NA	NA	NA	NA	salamol 100micrograms cfc-free inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13d.	NA	NA	NA	NA	ventodisks 200micrograms diskhaler 14x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13e.	NA	NA	NA	NA	ventodisks 400micrograms diskhaler 14x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13f.	NA	NA	NA	NA	ventodisks 200micrograms disk refill 14x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13g.	NA	NA	NA	NA	ventodisks 400micrograms disk refill 14x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13h.	NA	NA	NA	NA	salbuvent 100micrograms inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13l.	NA	NA	NA	NA	aerolin 100micrograms autohaler 200d	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13n.	NA	NA	NA	NA	aerolin 100micrograms autohaler 100d	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13p.	NA	NA	NA	NA	*maxivent 100microgram inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13v.	NA	NA	NA	NA	salbutamol 100microgram inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13x.	NA	NA	NA	NA	salbutamol 200micrograms inhalation capsules	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13y.	NA	NA	NA	NA	salbutamol 400micrograms inhalation capsules	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c13z.	NA	NA	NA	NA	salbutamol 100mg/20ml respirator solution	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c144.	NA	NA	NA	NA	bricanyl 250micrograms inhaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c145.	NA	NA	NA	NA	bricanyl 250micrograms refill cannister	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c146.	NA	NA	NA	NA	bricanyl 250micrograms spacer inhaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c148.	NA	NA	NA	NA	bricanyl 100mg/10ml respirator solution	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14f.	NA	NA	NA	NA	bricanyl 500micrograms turbohaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14g.	NA	NA	NA	NA	terbutaline 500micrograms inhaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14j.	NA	NA	NA	NA	terbutaline 500micrograms breath-actuated dry powder inhaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14k.	NA	NA	NA	NA	bricanyl 200mg/20ml respirator solution	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14t.	NA	NA	NA	NA	terbutaline 250micrograms inhaler	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14u.	NA	NA	NA	NA	terbutaline 250micrograms refill cannister	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14v.	NA	NA	NA	NA	terbutaline 250micrograms spacer	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c14x.	NA	NA	NA	NA	terbutaline 100mg/10ml respirator solution	NA	NA	R03AC03	NA	NA	NA	NA	saba
NA	NA	NA	c15..	NA	NA	NA	NA	fenoterol hydrobromide	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c151.	NA	NA	NA	NA	*berotec 200micrograms inhaler	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c152.	NA	NA	NA	NA	berotec 100mg/20ml respirator solution	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c153.	NA	NA	NA	NA	*berotec 100micrograms inhaler	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c154.	NA	NA	NA	NA	fenoterol 100micrograms inhaler	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c15y.	NA	NA	NA	NA	fenoterol 200micrograms inhaler	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c15z.	NA	NA	NA	NA	fenoterol 100mg/20ml respirator solution	NA	NA	R03AC04	NA	NA	NA	NA	saba
NA	NA	NA	c19..	NA	NA	NA	NA	salmeterol xinafoate	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c191.	NA	NA	NA	NA	salmeterol 25microgram inhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c192.	NA	NA	NA	NA	*serevent 25microgram inhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c193.	NA	NA	NA	NA	serevent 50microgram diskhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c194.	NA	NA	NA	NA	serevent 50micrograms disk refill	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c195.	NA	NA	NA	NA	salmeterol 50micrograms disks+disk inhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c196.	NA	NA	NA	NA	salmeterol 50micrograms disk refill	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c197.	NA	NA	NA	NA	salmeterol 50micrograms breath-actuated dry powder inhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c198.	NA	NA	NA	NA	serevent 50micrograms accuhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c199.	NA	NA	NA	NA	serevent 25micrograms evohaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c19z.	NA	NA	NA	NA	salmeterol 25micrograms cfc-free inhaler	NA	NA	R03AC12	NA	NA	NA	NA	laba
NA	NA	NA	c1C..	NA	NA	NA	NA	formoterol	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C1.	NA	NA	NA	NA	formoterol fumarate 12micrograms inhalation capsules+inhaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C2.	NA	NA	NA	NA	foradil 12micrograms inhalation capsules+inhaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C3.	NA	NA	NA	NA	formoterol fumarate 6micrograms breath-act dry powder inh	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C4.	NA	NA	NA	NA	formoterol fumarate 12micrograms breath-act dry powder inh	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C5.	NA	NA	NA	NA	oxis 6micrograms turbohaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C6.	NA	NA	NA	NA	oxis 12micrograms turbohaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C7.	NA	NA	NA	NA	atimos modulite 12micrograms metered dose inhaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1C8.	NA	NA	NA	NA	formoterol easyhaler 12micrograms breath-act dry powder inh	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1Cy.	NA	NA	NA	NA	formoterol fumarate dihydrate 12mcg breath-act dry pdr inh	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1Cz.	NA	NA	NA	NA	formoterol fumarate dihydrate 12mcg metered dose inhaler	NA	NA	R03AC13	NA	NA	NA	NA	laba
NA	NA	NA	c1D..	NA	NA	NA	NA	salmeterol+fluticasone propionate	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Du.	NA	NA	NA	NA	salmeterol+fluticasone propionate 25mcg/50mcg cfc-free inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Dv.	NA	NA	NA	NA	salmeterol+fluticasone propionate 25mcg/125mcg cfc-free inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Dw.	NA	NA	NA	NA	salmeterol+fluticasone propionate 25mcg/250mcg cfc-free inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Dx.	NA	NA	NA	NA	salmeterol+fluticasone propionate 50mcg/100mcg b-act pdr inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Dy.	NA	NA	NA	NA	salmeterol+fluticasone propionate 50mcg/250mcg b-act pdr inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1Dz.	NA	NA	NA	NA	salmeterol+fluticasone propionate 50mcg/500mcg b-act pdr inh	NA	NA	R03AK06	NA	NA	NA	NA	laba-ics
NA	NA	NA	c1E..	NA	NA	NA	NA	salbutamol [inhalation preprations 2]	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E1.	NA	NA	NA	NA	salamol easi-breathe 100mcg cfc-free breath-act aerosol inh	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E2.	NA	NA	NA	NA	pulvinal salbutamol 200mcg breath-act dry powder inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E3.	NA	NA	NA	NA	ventodisks 200micrograms diskhaler 15x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E4.	NA	NA	NA	NA	ventodisks 400micrograms diskhaler 15x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E5.	NA	NA	NA	NA	ventodisks 200micrograms disk refill 15x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E6.	NA	NA	NA	NA	ventodisks 400micrograms disk refill 15x8	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E7.	NA	NA	NA	NA	easyhaler salbutamol 100mcg breath-actuated dry powder inh	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E8.	NA	NA	NA	NA	easyhaler salbutamol 200mcg breath-actuated dry powder inh	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1E9.	NA	NA	NA	NA	salbulin novolizer 100micrograms cartridge and inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1EA.	NA	NA	NA	NA	salbutamol 100micrograms dry powder cartridge and inhaler	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1EB.	NA	NA	NA	NA	salbulin novolizer 100micrograms dry powder cartridge refill	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1EC.	NA	NA	NA	NA	salbutamol 100micrograms dry powder cartridge refill	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1ED.	NA	NA	NA	NA	ventolin 50mg/10ml respirator solution	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1EE.	NA	NA	NA	NA	salbutamol 50mg/10ml respirator solution	NA	NA	R03AC02	NA	NA	NA	NA	saba
NA	NA	NA	c1b..	NA	NA	NA	NA	indacaterol	NA	NA	R03AC18	NA	NA	NA	NA	laba
NA	NA	NA	c1b1.	NA	NA	NA	NA	onbrez breezhaler 150micrograms inhalation capsules+inhaler	NA	NA	R03AC18	NA	NA	NA	NA	laba
NA	NA	NA	c1b2.	NA	NA	NA	NA	indacaterol 150micrograms inhalation capsules+inhaler	NA	NA	R03AC18	NA	NA	NA	NA	laba
NA	NA	NA	c1b3.	NA	NA	NA	NA	onbrez breezhaler 300micrograms inhalation capsules+inhaler	NA	NA	R03AC18	NA	NA	NA	NA	laba
NA	NA	NA	c1b4.	NA	NA	NA	NA	indacaterol 300micrograms inhalation capsules+inhaler	NA	NA	R03AC18	NA	NA	NA	NA	laba
NA	NA	NA	c31..	NA	NA	NA	NA	ipratropium bromide [1]	NA	NA	R03BB01	NA	NA	NA	NA	sama
